location,lat,long
179 BT BATOK WEST AVE 8,1.34581796800006,103.742211742
179 TOA PAYOH CTRL,1.33390100000003,103.850092879
179 YUNG SHENG RD,1.33368866800004,103.72074747
17A TELOK BLANGAH CRES,1.27738260700005,103.82160398
18 CANTONMENT CL,1.27390144600002,103.839417299
18 DOVER CRES,1.30808343600006,103.783057196
18 HOUGANG AVE 3,1.36321657500002,103.891929616
18 JALAN TENTERAM,1.32782768700002,103.860080665
18 JOO SENG RD,1.33684922200007,103.881141512
18 KG BAHRU HILL,1.27655637000004,103.829979104
18 MARINE TER,1.30320858300007,103.914300755
18 ST. GEORGE'S RD,unknown,unknown
18 TOH YI DR,1.33997913600007,103.773132243
180 ANG MO KIO AVE 5,1.37667706500002,103.838361038
180 BEDOK NTH RD,1.32671348800005,103.940892187
180 BISHAN ST 13,1.34848989200003,103.852392819
180 BT BATOK WEST AVE 8,1.34555900400005,103.742841771
180 YUNG SHENG RD,1.33369142200007,103.721266355
180C BOON LAY DR,1.34842577000006,103.708720469
181 ANG MO KIO AVE 5,1.37679309900005,103.837142241
181 BEDOK NTH RD,1.32668601300003,103.941272009
181 BISHAN ST 13,1.34913809600005,103.852878508
181 BT BATOK WEST AVE 8,1.34567752500004,103.743416879
181 JELEBU RD,1.37940966200006,103.763463116
181 PASIR RIS ST 11,1.36439754300005,103.96057212
181 STIRLING RD,1.29438213200007,103.805560246
181 YUNG SHENG RD,1.33369206600003,103.721934876
181A BOON LAY DR,1.34861811700006,103.708239203
182 ANG MO KIO AVE 5,1.37733908500007,103.836472445
182 BEDOK NTH RD,1.32686994100004,103.941832798
182 BISHAN ST 13,1.35020582500005,103.853049204
182 BT BATOK WEST AVE 8,1.34556673900005,103.743822211
182 JELEBU RD,1.37984404000002,103.763409218
182 STIRLING RD,1.29538263300003,103.804962382
182 YUNG SHENG RD,1.33369129500005,103.722503178
183 BEDOK NTH RD,1.32643686000006,103.941850926
183 BT BATOK WEST AVE 8,1.34632633900003,103.743379242
183 JELEBU RD,1.37994475000005,103.762675375
183 STIRLING RD,1.29568740600007,103.804862313
183 TOA PAYOH CTRL,1.33335596200004,103.848865687
183 YUNG SHENG RD,1.33323967700005,103.722683916
183B RIVERVALE CRES,1.39130624600006,103.908329712
183C RIVERVALE CRES,1.39094842300005,103.908612424
183D RIVERVALE CRES,1.39145041100005,103.908743124
184 BISHAN ST 13,1.35006712300003,103.852535005
184 BT BATOK WEST AVE 8,1.34623857700007,103.743826041
184 JELEBU RD,1.37971095800003,103.762440085
184 PASIR RIS ST 11,1.36523251400007,103.96028331
184 STIRLING RD,1.29560954700003,103.804472924
184 TOA PAYOH CTRL,1.33259000900006,103.849677717
184 YUNG SHENG RD,1.33332140100003,103.722288614
184A RIVERVALE CRES,1.39212575200003,103.907508047
184B RIVERVALE CRES,1.39248357500003,103.907225369
184C RIVERVALE CRES,1.39266580000003,103.907716746
185 BEDOK NTH RD,1.32623725300004,103.94082755
185 BISHAN ST 13,1.34976201900002,103.852472714
185 BT BATOK WEST AVE 6,1.34708158500007,103.744923972
185 JELEBU RD,1.37914929600004,103.762596034
185 PASIR RIS ST 11,1.36561350100004,103.960044081
185A RIVERVALE CRES,1.39332237200006,103.907116237
185B RIVERVALE CRES,1.39288807300005,103.906920779
185C RIVERVALE CRES,1.39317369500003,103.906494405
185D RIVERVALE CRES,1.39386699800002,103.906351242
186 BT BATOK WEST AVE 6,1.34658076700003,103.744085374
186 TOA PAYOH CTRL,1.33265395300003,103.850211645
186A RIVERVALE DR,1.39300977800002,103.905649479
186B RIVERVALE DR,1.39280009800007,103.905610062
186C RIVERVALE DR,1.39286345500005,103.905070419
186D RIVERVALE DR,1.39342931600004,103.905442122
187 BT BATOK WEST AVE 6,1.34651344100007,103.744614359
187A RIVERVALE DR,1.39380392700002,103.905810275
187B RIVERVALE DR,1.39429791100002,103.905847571
188 BISHAN ST 13,1.34992208500006,103.851754116
188 BT BATOK WEST AVE 6,1.34643257300007,103.745354018
188 PASIR RIS ST 12,1.36529812100002,103.959160173
188A RIVERVALE DR,1.39428260900007,103.905324978
188B RIVERVALE DR,1.39454068700007,103.905458975
188C RIVERVALE DR,1.39522162700007,103.904808625
188D RIVERVALE DR,1.39495299700008,103.904008558
189 BISHAN ST 13,1.35022254600005,103.851833543
189 BT BATOK WEST AVE 6,1.34579573200006,103.746340147
18A HOLLAND DR,1.31105861100002,103.791886571
18B HOLLAND DR,1.31101769000003,103.791451917
18C HOLLAND DR,1.31031629200004,103.79173886
18D HOLLAND DR,1.30998398400004,103.792601367
19 CANTONMENT CL,1.27388354200002,103.839003329
19 DOVER CRES,1.30783587100007,103.783635855
19 HOUGANG AVE 3,1.36378961600002,103.891813266
19 JALAN MEMBINA,1.28557041600004,103.826276205
19 JALAN TENTERAM,1.32760704100002,103.859860479
19 KG BAHRU HILL,1.27638595200006,103.83027388
19 MARINE TER,1.30452210200002,103.915054011
19 QUEEN'S CL,1.29238272800006,103.800196307
19 ST. GEORGE'S RD,unknown,unknown
19 TECK WHYE LANE,1.37939430400007,103.752949444
19 TOH YI DR,1.33996269600004,103.773897679
190 BT BATOK WEST AVE 6,1.34538562000006,103.74604548
190 PASIR RIS ST 12,1.36552479300002,103.958657337
190A RIVERVALE DR,1.39508286000006,103.902774421
190B RIVERVALE DR,1.39415593000007,103.902375946
191 BISHAN ST 13,1.35054161200003,103.851371061
191 BT BATOK WEST AVE 6,1.34551716400006,103.745348434
191 LOR 4 TOA PAYOH,1.33189327600007,103.851025403
191 PASIR RIS ST 12,1.36606697000002,103.95873102
191A RIVERVALE DR,1.39374008300007,103.903484776
191B RIVERVALE DR,1.39463128200003,103.903902961
192 BT BATOK WEST AVE 6,1.34559235200004,103.744789363
193 BISHAN ST 13,1.34866564500004,103.850977152
193 BT BATOK WEST AVE 6,1.34600894300007,103.744423616
193 EDGEFIELD PLAINS,1.39996792900007,103.909013003
193 LOR 4 TOA PAYOH,1.33159005600004,103.851295104
193 RIVERVALE DR,1.39327953200007,103.90194166
194 PASIR RIS ST 12,1.36598903300006,103.959675291
194 RIVERVALE DR,1.39260956200008,103.901592553
195 BISHAN ST 13,1.34836249800003,103.850897053
195 RIVERVALE DR,1.39328270400006,103.902576224
195A PUNGGOL RD,1.40138691600004,103.906081234
195B PUNGGOL RD,1.40137201200002,103.906485653
195C PUNGGOL RD,1.40109207100005,103.906831164
195D PUNGGOL RD,1.40136794500006,103.907095963
195E PUNGGOL RD,1.40171799200004,103.907177257
196 BISHAN ST 13,1.34804172700007,103.850726887
196 PASIR RIS ST 12,1.36613863400004,103.960336632
196 RIVERVALE DR,1.39283679500005,103.903146292
196A PUNGGOL FIELD,1.39920394200004,103.906740821
196B PUNGGOL FIELD,1.39900711100006,103.90699055
196D PUNGGOL FIELD,1.39966081400007,103.907234511
197 BISHAN ST 13,1.34909908000003,103.850673738
197 PASIR RIS ST 12,1.36640299700002,103.96073866
197 RIVERVALE DR,1.39260720500005,103.90356347
199A PUNGGOL FIELD,1.39977299600002,103.906001152
199B PUNGGOL FIELD,1.39996998000004,103.905751181
199D PUNGGOL FIELD,1.40045544200007,103.906207948
1A CANTONMENT RD,1.27784271000007,103.840965924
1B CANTONMENT RD,1.27779940700003,103.84140343
1C CANTONMENT RD,1.27744909400008,103.84166668
1D CANTONMENT RD,1.27692023400004,103.841485786
1E CANTONMENT RD,1.27662168300003,103.841156134
1F CANTONMENT RD,1.27598699500004,103.841191762
1G CANTONMENT RD,1.27553229100005,103.841274607
2 CHAI CHEE RD,1.32681005600006,103.922775477
2 GEYLANG SERAI,1.31718044000007,103.898339976
2 HAIG RD,1.31229349300003,103.897692816
2 HILLVIEW AVE,unknown,unknown
2 HOLLAND AVE,1.30934498300007,103.795559354
2 JALAN BATU,1.36051181300007,103.762939882
2 QUEEN'S RD,1.32280086300005,103.811023493
2 ROCHOR RD,1.30238382800007,103.85525218
2 TECK WHYE AVE,1.38193350000006,103.751834686
20 HOUGANG AVE 3,1.36383191200002,103.890737668
20 JALAN KLINIK,1.28811451800004,103.829040334
20 JALAN MEMBINA,1.28562459800003,103.825923251
20 MARINE TER,1.30371588700007,103.91506702
20 QUEEN'S CL,1.29275007100006,103.799935878
20 ST. GEORGE'S RD,unknown,unknown
20 TEBAN GDNS RD,1.32378355000003,103.738518384
20 TECK WHYE LANE,1.37875454800007,103.753163446
200 TOA PAYOH NTH,1.34167292700005,103.851007777
200A SENGKANG EAST RD,1.38700703200004,103.89196477
200B SENGKANG EAST RD,1.38706537800005,103.892735553
200D SENGKANG EAST RD,1.38726151200007,103.893007706
201 ANG MO KIO AVE 3,1.36884962700003,103.844564835
201 BT BATOK ST 21,1.34586253900005,103.747905761
201 CHOA CHU KANG AVE 1,1.38213809300004,103.749542169
201 MARSILING DR,1.44270022900002,103.775436533
201 PETIR RD,1.37184316000003,103.775222402
201 SERANGOON CTRL,1.35097779900002,103.873595481
201 TOA PAYOH NTH,1.34113803600007,103.850126597
201 YISHUN ST 21,1.43063725100006,103.838131683
201A COMPASSVALE DR,1.38900121100005,103.892763308
201A PUNGGOL FIELD,1.40008546400003,103.903535591
201B COMPASSVALE DR,1.38831311600006,103.89392364
201B PUNGGOL FIELD,1.39997804300003,103.903853191
201C COMPASSVALE DR,1.38772513400005,103.89350769
201C PUNGGOL FIELD,1.39933148200004,103.90371196
201D COMPASSVALE DR,1.38728792800003,103.893598493
201D PUNGGOL FIELD,1.39968432100005,103.903378057
202 ANG MO KIO AVE 3,1.36844644000007,103.844516261
202 BT BATOK ST 21,1.34659785800005,103.748448437
202 CHOA CHU KANG AVE 1,1.38183697700003,103.749464808
202 CLEMENTI AVE 6,1.32069236400002,103.762714695
202 COMPASSVALE DR,1.38835985200006,103.893143244
202 MARSILING DR,1.44315121100004,103.775164777
202 PETIR RD,1.37219171400005,103.774847993
202 SERANGOON CTRL,1.35160098000006,103.873747774
202 TAMPINES ST 21,1.35340749900007,103.952209726
202 TOA PAYOH NTH,1.34152911600006,103.849589128
202 YISHUN ST 21,1.43066569700005,103.837333284
202A PUNGGOL FIELD,1.39966422300006,103.904495606
202B PUNGGOL FIELD,1.39923478100008,103.904277542
202C SENGKANG EAST RD,1.38753228200005,103.892967111
203 BISHAN ST 23,1.35453674200005,103.847451973
203 BT BATOK ST 21,1.34733258600005,103.74899039
203 JURONG EAST ST 21,1.33683389100003,103.742544497
203 MARSILING DR,1.44378245800004,103.774416596
203 PETIR RD,1.37309168800005,103.775565919
203 SERANGOON CTRL,1.35207840900006,103.873288882
203 TAMPINES ST 21,1.35254349300004,103.952328787
203 YISHUN ST 21,1.43068317700005,103.836576623
203A COMPASSVALE RD,1.38646923100004,103.895407768
203A PUNGGOL FIELD,1.39852428200004,103.903862659
203B COMPASSVALE RD,1.38689909800007,103.894771744
203B PUNGGOL FIELD,1.39804841500006,103.903476518
203C COMPASSVALE RD,1.38681200700006,103.895283376
203E COMPASSVALE RD,1.38795018800005,103.895779285
204 ANG MO KIO AVE 3,1.36736755900006,103.843920936
204 BISHAN ST 23,1.35487655000003,103.847594066
204 BT BATOK ST 21,1.34755865600005,103.74988715
204 CLEMENTI AVE 6,1.32098588700006,103.76323169
204 JURONG EAST ST 21,1.33719147400006,103.741941853
204 MARSILING DR,1.44421587700003,103.774027185
204 PETIR RD,1.37317516500002,103.774810614
204 SERANGOON CTRL,1.35243827900007,103.873298137
204 TOA PAYOH NTH,1.34148414000003,103.849067724
204 YISHUN ST 21,1.43071274100004,103.835795976
204A COMPASSVALE DR,1.38785624700006,103.894681036
204A PUNGGOL FIELD,1.39877827600003,103.902910893
204B COMPASSVALE DR,1.38713574200005,103.894448611
204B PUNGGOL FIELD,1.39868224500003,103.903211124
204C COMPASSVALE DR,1.38756619600002,103.894821077
204C PUNGGOL FIELD,1.39803321500005,103.903072582
204D PUNGGOL FIELD,1.39831122200007,103.902551086
205 ANG MO KIO AVE 1,1.36694084400006,103.843582435
205 BISHAN ST 23,1.35531327200005,103.847698285
205 BT BATOK ST 21,1.34712172900004,103.750057276
205 CHOA CHU KANG CTRL,1.38092680200003,103.748559602
205 CLEMENTI AVE 6,1.32105996300004,103.76243475
205 JURONG EAST ST 21,1.33756440100007,103.742881138
205 MARSILING DR,1.44494614600006,103.773484127
205 PETIR RD,1.37343025400003,103.773924079
205 SERANGOON CTRL,1.35278468200005,103.873446717
205 TAMPINES ST 21,1.35171755100004,103.951966045
205 YISHUN ST 21,1.43106970600007,103.836308634
205A PUNGGOL FIELD,1.39852262000005,103.902111725
205C COMPASSVALE LANE,1.38609075900007,103.896503892
206 BISHAN ST 23,1.35568127400006,103.847808322
206 BT BATOK ST 21,1.34667192600006,103.749383474
206 CHOA CHU KANG CTRL,1.38066706700005,103.748339853
206 JURONG EAST ST 21,1.33780382100002,103.741997788
206 MARSILING DR,1.44540729600004,103.773369821
206 PETIR RD,1.37373382700002,103.774113802
206 SERANGOON CTRL,1.35347506400007,103.873392282
206 TAMPINES ST 21,1.35086005600004,103.952352388
206 YISHUN ST 21,1.43124162900006,103.836782732
206A COMPASSVALE LANE,1.38648068200007,103.896739891
206B COMPASSVALE LANE,1.38743807100002,103.896932113
206C COMPASSVALE LANE,1.38681829800004,103.89754741
207 ANG MO KIO AVE 1,1.36582089500007,103.842847772
207 BISHAN ST 23,1.35517652600004,103.84830252
207 BT BATOK ST 21,1.34624866200005,103.749382188
207 JURONG EAST ST 21,1.33789037700006,103.742428066
207 PETIR RD,1.37370703600004,103.774851277
207 SERANGOON CTRL,1.35383954300005,103.873319341
207 TAMPINES ST 21,1.35136271200003,103.952226216
207 YISHUN ST 21,1.43122665500005,103.837155348
207A COMPASSVALE LANE,1.38530709600002,103.897870152
207A PUNGGOL PL,1.40028667900003,103.901012371
207B COMPASSVALE LANE,1.38496286300006,103.898227966
207B PUNGGOL PL,1.40032558900003,103.900735275
207C COMPASSVALE LANE,1.38464244000005,103.89795222
207C PUNGGOL PL,1.40065367500006,103.900348693
207D COMPASSVALE LANE,1.38430948700005,103.897629499
207D PUNGGOL PL,1.40094652900007,103.90070842
208 ANG MO KIO AVE 1,1.36544495200008,103.842715047
208 BT BATOK ST 21,1.34590310500005,103.748811814
208 JURONG EAST ST 21,1.33843640000003,103.742666851
208 PETIR RD,1.37398084000006,103.77502804
208 SERANGOON CTRL,1.35411101100004,103.873717631
208 TAMPINES ST 21,1.35120005600004,103.953056653
208 TOA PAYOH NTH,1.34189361800003,103.845207806
208 YISHUN ST 21,1.43102012900005,103.837619616
208A COMPASSVALE LANE,1.38446364100002,103.898491367
208B COMPASSVALE LANE,1.38454735800002,103.89881002
208C PUNGGOL PL,1.40094119700007,103.901144551
209 ANG MO KIO AVE 3,1.36897079600004,103.843284525
209 BISHAN ST 23,1.35554884700002,103.848541213
209 BT BATOK ST 21,1.34548843000005,103.748737963
209 CHOA CHU KANG CTRL,1.38282662600005,103.748014486
209 JURONG EAST ST 21,1.33782546500004,103.740093359
209 PETIR RD,1.37416176700003,103.775840374
209 SERANGOON CTRL,1.35444891100002,103.874262061
209 TAMPINES ST 21,1.35191743600006,103.952832223
209 TOA PAYOH NTH,1.34185348300002,103.844814683
209 YISHUN ST 21,1.43138763600007,103.837696038
209A COMPASSVALE LANE,1.38359765500007,103.898502661
209B COMPASSVALE LANE,1.38381273700003,103.898807646
209C COMPASSVALE LANE,1.38399373500005,103.89917353
21 HAIG RD,1.30393887300005,103.900456344
21 HOUGANG AVE 3,1.36424598400004,103.891477657
21 JALAN MEMBINA,1.28508656300005,103.825782815
21 QUEEN'S CL,1.29327775000007,103.799918049
21 TEBAN GDNS RD,1.32368064900004,103.739156157
210 ANG MO KIO AVE 3,1.36856005900006,103.843235088
210 BISHAN ST 23,1.35581973900003,103.848814619
210 BT BATOK ST 21,1.34542847500006,103.750835848
210 CHOA CHU KANG CTRL,1.38252550600004,103.747937129
210 HOUGANG ST 21,1.35938669700005,103.886634878
210 JURONG EAST ST 21,1.33889493800007,103.738555099
210 NEW UPP CHANGI RD,1.32459747400003,103.931870598
210 SERANGOON CTRL,1.35492978200006,103.873639913
210 TAMPINES ST 23,1.35400912900008,103.953988508
210 YISHUN ST 21,1.43132579200005,103.838867953
210A COMPASSVALE LANE,1.38480080600004,103.900105508
210B COMPASSVALE LANE,1.38452262200002,103.899761738
210C COMPASSVALE LANE,1.38424155900003,103.899542187
211 ANG MO KIO AVE 3,1.36919696600006,103.841666636
211 BISHAN ST 23,1.35615290700002,103.848976985
211 BT BATOK ST 21,1.34600090700008,103.750367727
211 CHOA CHU KANG CTRL,1.38192105700006,103.747901198
211 JURONG EAST ST 21,1.33866911100006,103.740292528
211 PASIR RIS ST 21,1.36719431100005,103.96115265
211 SERANGOON AVE 4,1.35631688800004,103.873175456
211 TAMPINES ST 23,1.35402097800005,103.95484267
211 YISHUN ST 21,1.43174756200006,103.838292057
211A COMPASSVALE LANE,1.38465568700002,103.899257416
211B COMPASSVALE LANE,1.38508719100003,103.898737048
211B PUNGGOL WALK,1.40116989500007,103.899920878
211C COMPASSVALE LANE,1.38514491200004,103.899291177
211D COMPASSVALE LANE,1.38552172100003,103.899866306
212 ANG MO KIO AVE 3,1.36880359400004,103.841618073
212 BT BATOK ST 21,1.34719281100007,103.752217334
212 CHOA CHU KANG CTRL,1.38246986100006,103.747347893
212 MARSILING CRES,1.44621408700004,103.77307971
212 PASIR RIS ST 21,1.36809411100006,103.96017261
212 PETIR RD,1.37450314600005,103.775760431
212 SERANGOON AVE 4,1.35680090900007,103.873051106
212 TAMPINES ST 23,1.35446555200002,103.954170674
212 YISHUN ST 21,1.43178317300004,103.837438437
212A COMPASSVALE DR,1.38639821800007,103.899960023
212B COMPASSVALE DR,1.38618514500007,103.900551157
212C COMPASSVALE DR,1.38599316900007,103.901020687
213 ANG MO KIO AVE 3,1.36776947200002,103.841255433
213 BISHAN ST 23,1.35717822100003,103.848152969
213 BT BATOK ST 21,1.34681845500006,103.752496875
213 CHOA CHU KANG CTRL,1.38217295400005,103.747211973
213 LOR 8 TOA PAYOH,1.34100493600005,103.854412544
213 MARSILING CRES,1.44640891200004,103.772202484
213 PASIR RIS ST 21,1.36836361200005,103.960660106
213 PETIR RD,1.37440260500006,103.77546737
213 SERANGOON AVE 4,1.35717269100007,103.873093293
213 TAMPINES ST 23,1.35476316300003,103.954170466
213 YISHUN ST 21,1.43181231400007,103.836533557
213A COMPASSVALE LANE,1.38581624400007,103.90020695
213B COMPASSVALE LANE,1.38553943600004,103.900780779
214 ANG MO KIO AVE 3,1.36739222000006,103.841127941
214 BISHAN ST 23,1.35751189700005,103.848303416
214 JURONG EAST ST 21,1.33928626000005,103.738985189
214 LOR 8 TOA PAYOH,1.34183370700003,103.854370726
214 PASIR RIS ST 21,1.36771508100003,103.961300162
214 PETIR RD,1.37494110100005,103.774856358
214 SERANGOON AVE 4,1.35732435200003,103.873633487
214 TAMPINES ST 23,1.35466099300004,103.953530787
214 YISHUN ST 21,1.43144608800003,103.83632091
215 ANG MO KIO AVE 1,1.36655830200004,103.841624083
215 BISHAN ST 23,1.35708728800006,103.848808696
215 BT BATOK ST 21,1.34677497000007,103.753335935
215 CHOA CHU KANG CTRL,1.38289363100006,103.747120904
215 PASIR RIS ST 21,1.36816269900004,103.961803252
215 PETIR RD,1.37510655700004,103.774311816
215 SERANGOON AVE 4,1.35790318600004,103.872967261
215 TAMPINES ST 23,1.35466104200003,103.953162818
215 YISHUN ST 21,1.43162702500007,103.835670486
215A JURONG EAST ST 21,1.33954108100005,103.738326112
216 ANG MO KIO AVE 1,1.36619678800002,103.841505012
216 BISHAN ST 23,1.35637063100006,103.849221049
216 BOON LAY AVE,1.34967768200005,103.711703713
216 BT BATOK ST 21,1.34710500700004,103.753638623
216 CHOA CHU KANG CTRL,1.38319877400005,103.747183264
216 PASIR RIS ST 21,1.36832840300002,103.9612018
216 PETIR RD,1.37463746600002,103.774664268
216 SERANGOON AVE 4,1.35755258000006,103.873140469
216 TAMPINES ST 23,1.35401894400007,103.95270301
216 YISHUN ST 21,1.43227064500007,103.836398381
217 BISHAN ST 23,1.35674001500007,103.849329508
217 BOON LAY AVE,1.34975528800004,103.711299287
217 BT BATOK ST 21,1.34673392200006,103.75472784
217 CHOA CHU KANG CTRL,1.38335694200003,103.746605997
217 JURONG EAST ST 21,1.33996762300006,103.738041057
217 MARSILING CRES,1.44675368400004,103.772529544
217 PETIR RD,1.37418098400002,103.774398093
217 SERANGOON AVE 4,1.35763504800002,103.872090773
217 TAMPINES ST 23,1.35434187500005,103.951752541
217 YISHUN ST 21,1.43262268400002,103.836318731
218 ANG MO KIO AVE 1,1.36511908600005,103.841742478
218 CHOA CHU KANG CTRL,1.38283798300006,103.745841987
218 JURONG EAST ST 21,1.34033241200007,103.737928007
218 PETIR RD,1.37446598000002,103.773606268
218 SERANGOON AVE 4,1.35801075100005,103.872138226
218 TAMPINES ST 24,1.35443563200005,103.952286502
218 YISHUN ST 21,1.43296364500003,103.836237611
219 ANG MO KIO AVE 1,1.36598198000007,103.84065404
219 BOON LAY AVE,1.34939577600005,103.710819595
219 BT BATOK ST 21,1.34720729800006,103.754999727
219 CHOA CHU KANG CTRL,1.38251524800006,103.745366857
219 JURONG EAST ST 21,1.34077678900007,103.738019086
219 LOR 8 TOA PAYOH,1.34276433200006,103.855872559
219 PETIR RD,1.37416504800007,103.772712313
219 SERANGOON AVE 4,1.35835882500004,103.872182036
219 TAMPINES ST 24,1.35479327400003,103.952613529
219 YISHUN ST 21,1.43331686200003,103.836155452
219A BEDOK CTRL,1.32531112100003,103.933278107
219B BEDOK CTRL,1.32542365500007,103.933559134
219C BEDOK CTRL,1.32485598400007,103.933519574
219D BEDOK CTRL,1.32486246700006,103.933792053
22 BEDOK STH AVE 1,1.32283173700006,103.932852166
22 BOON KENG RD,1.31891740100002,103.861918616
22 EUNOS CRES,1.32475910500006,103.902107399
22 GHIM MOH LINK,1.30910069700008,103.785751487
22 HAIG RD,1.31379131500006,103.895228683
22 HOUGANG AVE 3,1.36428542400006,103.890467902
22 JALAN MEMBINA,1.28488794700007,103.826444567
22 KG BAHRU HILL,1.27627751100005,103.829797938
22 MARSILING DR,1.44189730100004,103.774373792
22 QUEEN'S CL,1.29356622900002,103.799622622
22 TEBAN GDNS RD,1.32329734300004,103.739388082
220 ANG MO KIO AVE 1,1.36558833600003,103.840518883
220 BISHAN ST 23,1.35747696100003,103.848836184
220 BOON LAY AVE,unknown,unknown
220 BT BATOK EAST AVE 3,1.34745649000007,103.75471044
220 CHOA CHU KANG CTRL,1.38193301100006,103.745580988
220 HOUGANG ST 21,1.35693439600004,103.884512515
220 LOR 8 TOA PAYOH,1.34231265100004,103.856654035
220 PETIR RD,1.37452837000006,103.772867119
220 SERANGOON AVE 4,1.35874143800004,103.872227098
220 TAMPINES ST 24,1.35570369100003,103.952013295
220 YISHUN ST 21,1.43361672200007,103.835244026
220A BEDOK CTRL,1.32569267000002,103.934602365
220B BEDOK CTRL,1.32547710500006,103.934348227
220C BEDOK CTRL,1.32553175500004,103.93385454
221 ANG MO KIO AVE 1,1.36637938300004,103.839482298
221 BISHAN ST 23,1.35784120500006,103.848940368
221 CHOA CHU KANG CTRL,1.38222959400002,103.745057027
221 LOR 8 TOA PAYOH,1.34262180800005,103.856971773
221 PENDING RD,1.37537217200003,103.773454059
221 SERANGOON AVE 4,1.35914606100005,103.871810901
221 SIMEI ST 4,1.34167266500003,103.956542419
221 TAMPINES ST 24,1.35515678800004,103.952829888
221 YISHUN ST 21,1.43371773800004,103.836051519
221A BEDOK CTRL,1.32520371600003,103.934772218
221A JURONG EAST ST 21,1.34070318700003,103.736329305
221B BEDOK CTRL,1.32500043300007,103.93449781
221C BEDOK CTRL,1.32499916600005,103.93423438
222 ANG MO KIO AVE 1,1.36601817500002,103.839361424
222 JURONG EAST ST 21,1.34081722100007,103.735755583
222 LOR 8 TOA PAYOH,1.34177310700005,103.856039797
222 PENDING RD,1.37521334500002,103.774095683
222 SERANGOON AVE 4,1.35842952500002,103.87122401
222 SIMEI ST 4,1.34153100400005,103.956985967
222 TAMPINES ST 24,1.35551755800003,103.952687458
222 YISHUN ST 21,1.43402995300005,103.835725026
223 ANG MO KIO AVE 1,1.36604808400006,103.838122717
223 BISHAN ST 23,1.35844205400002,103.848263885
223 CHOA CHU KANG CTRL,1.38148413400006,103.74453346
223 JURONG EAST ST 21,1.34107201200004,103.736089674
223 PENDING RD,1.37573517500005,103.77360922
223 SERANGOON AVE 4,1.35784535600004,103.871144178
223 SIMEI ST 4,1.34208899200007,103.957647148
223 TAMPINES ST 24,1.35538208700007,103.953212028
223 YISHUN ST 21,1.43436728200004,103.835602684
223A COMPASSVALE WALK,1.38813210300003,103.897257646
223D COMPASSVALE WALK,1.38907484400005,103.897367568
224 BISHAN ST 23,1.35894549200003,103.847698657
224 BT BATOK ST 21,1.34772275800003,103.752567107
224 CHOA CHU KANG CTRL,1.38078152600002,103.7446696
224 JURONG EAST ST 21,1.34171403100004,103.736733166
224 PENDING RD,1.37592215500007,103.773000511
224 SERANGOON AVE 4,1.35720575000005,103.870831281
224 SIMEI ST 4,1.34287179000006,103.957561837
224 TAMPINES ST 23,1.35538114000002,103.953479064
224 YISHUN ST 21,1.43463062200004,103.83520549
224A COMPASSVALE WALK,1.38788229900007,103.898019127
224D COMPASSVALE WALK,1.38854895400004,103.898488237
225 ANG MO KIO AVE 1,1.36739612800005,103.838150007
225 BISHAN ST 23,1.35856894800003,103.847594239
225 BT BATOK CTRL,1.34849607500007,103.752607745
225 CHOA CHU KANG CTRL,1.38109065300006,103.744889594
225 JURONG EAST ST 21,1.34178121000002,103.737251511
225 PASIR RIS ST 21,1.37115763800006,103.961118399
225 PENDING RD,1.37554049400006,103.772545153
225 SERANGOON AVE 4,1.35673481000003,103.870113744
225 SIMEI ST 4,1.34231488300003,103.95724774
225 TAMPINES ST 23,1.35515711500005,103.954016855
225 YISHUN ST 21,1.43483588700002,103.83581302
225A COMPASSVALE WALK,1.38764975000004,103.898706137
225A JURONG EAST ST 21,1.34208650000005,103.736825653
226 ANG MO KIO AVE 1,1.36772803200006,103.838404952
226 BISHAN ST 23,1.35854600500005,103.847127301
226 BT BATOK CTRL,1.34873337800002,103.753174278
226 CHOA CHU KANG CTRL,1.38115995000004,103.745292702
226 LOR 8 TOA PAYOH,1.33951566600007,103.857051022
226 PASIR RIS ST 21,1.37101212100004,103.961725873
226 PENDING RD,1.37523655600006,103.772368431
226 SERANGOON AVE 4,1.35682250000002,103.870857028
226 TAMPINES ST 23,1.35551825700003,103.954010677
226 YISHUN ST 21,1.43441823800003,103.836163038
226A COMPASSVALE WALK,1.38741262600007,103.899719707
227 BISHAN ST 23,1.35807054700007,103.847138117
227 BT BATOK CTRL,1.34838399800003,103.753520312
227 CHOA CHU KANG CTRL,1.38053071200005,103.745436423
227 LOR 8 TOA PAYOH,1.33951514400007,103.857970837
227 PASIR RIS ST 21,1.37166868300005,103.961763682
227 PENDING RD,1.37495963300006,103.771466478
227 SERANGOON AVE 4,1.35647098100003,103.871126764
227 SIMEI ST 4,1.34202091200007,103.956240054
227 TAMPINES ST 23,1.35469119500004,103.955002649
227 YISHUN ST 21,1.43506971600004,103.836644751
227A COMPASSVALE DR,1.38704469800007,103.900358656
227C COMPASSVALE DR,1.38680229800002,103.901132951
228 BISHAN ST 23,1.35794929100007,103.846767675
228 BT BATOK CTRL,1.34865945800004,103.753794579
228 CHOA CHU KANG CTRL,1.38094615800003,103.746498914
228 JURONG EAST ST 21,1.34257472100006,103.736290437
228 LOR 8 TOA PAYOH,1.33914880000003,103.858779662
228 PASIR RIS ST 21,1.37216290600003,103.961379503
228 SERANGOON AVE 4,1.35636401500005,103.870259853
228 SIMEI ST 4,1.34255218900006,103.956040894
